AgentId,KnowledgeSourceType,MetricDate,Count of knowledge source in total sessions,Count of knowledge source in unengaged sessions,Count of knowledge source in engaged sessions,Count of knowledge source in resolved sessions,Count of knowledge source in escalated sessions,Count of knowledge source in abandoned sessions,Count of Knowledge sources in autonomous runs,Count of Knowledge sources in successful autonomous runs
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-05,2,0,2,0,0,2,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-05,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-05,9,0,9,0,0,9,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,Unknown,2026-04-05,1,0,1,0,0,1,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-05,4,0,4,0,0,4,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-05,6,0,6,0,0,6,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-05,6,0,6,0,0,6,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-05,2,0,2,0,0,2,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-05,7,0,7,0,0,7,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-05,3,0,3,0,0,3,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-05,28,0,28,0,0,28,0,0
4b72fa70-506f-feb1-ddd6-fbbe3f261865,FederatedStructuredSearchSource,2026-04-05,1,0,1,0,0,1,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-05,3,0,3,0,0,3,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-04-05,4,0,4,0,0,4,0,0
f1f1cf16-d325-a148-a234-5d56c18758ae,SharePointSearchSource,2026-04-05,3,0,3,0,0,3,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-05,5,0,5,0,0,5,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-04-05,59,16,43,3,0,40,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-05,9,0,9,0,0,9,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-04-12,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-04-12,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-12,8,0,8,0,0,8,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-12,4,0,4,4,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-12,6,0,6,6,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-12,4,0,4,4,0,0,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
22c60af1-7353-6a92-4e50-18d2e056c738,Unknown,2026-04-12,2,0,2,0,0,2,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-12,29,16,13,13,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-12,12,0,12,0,0,12,0,0
e08ef7fb-23eb-29be-aa79-cc41e2b2c689,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-12,3,0,3,0,0,3,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,Unknown,2026-04-12,1,0,1,1,0,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-12,18,0,18,14,0,4,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-12,1,0,1,0,0,1,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-12,2,0,2,2,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FederatedStructuredSearchSource,2026-04-12,3,0,3,3,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FileGroupKnowledgeSource,2026-04-12,1,0,1,1,0,0,0,0
5e88ef75-87c3-3586-1c2b-456cbfa860ef,SharePointSearchSource,2026-04-12,1,0,1,1,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-12,2,0,2,0,0,2,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-04-12,4,0,4,4,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-12,10,0,10,0,0,10,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-12,12,0,12,2,9,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-12,8,0,8,0,0,8,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-12,1,0,1,1,0,0,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,SharePointSearchSource,2026-04-12,2,1,1,0,0,1,0,0
0c365306-a082-7a05-e57c-e197d23fca15,SharePointSearchSource,2026-04-19,5,0,5,5,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-19,7,0,7,0,0,7,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-04-19,2,1,1,0,0,1,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-04-19,37,1,36,13,0,23,0,0
afb1588e-9ed5-93ba-b6b4-5b09178f28cb,Unknown,2026-04-19,5,0,5,5,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FileGroupKnowledgeSource,2026-04-19,2,0,2,0,0,2,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-04-19,2,0,2,0,0,2,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,DataverseStructuredSearchSource,2026-04-19,1,0,1,1,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-04-19,33,0,33,11,0,22,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-19,1,0,1,1,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-19,12,0,12,0,0,12,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-19,16,0,16,14,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-19,28,0,28,0,0,28,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-19,7,0,7,7,0,0,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-19,2,0,2,0,0,2,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-19,16,0,16,14,0,2,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-19,18,2,16,16,0,0,0,0
88df5d78-2875-0e48-4f24-7e5887fa7ccb,SharePointSearchSource,2026-04-19,6,2,4,4,0,0,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-04-19,6,0,6,6,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-04-19,7,0,7,4,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-04-19,6,0,6,0,0,6,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-19,17,0,17,0,0,17,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,FederatedStructuredSearchSource,2026-04-19,1,0,1,0,1,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-19,12,0,12,12,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-19,22,0,22,2,0,20,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-19,1,0,1,1,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FederatedStructuredSearchSource,2026-04-19,2,0,2,0,0,2,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-19,5,0,5,1,0,4,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-19,3,0,3,3,0,0,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-04-19,3,0,3,0,0,3,0,0
22c60af1-7353-6a92-4e50-18d2e056c738,Unknown,2026-04-19,1,0,1,1,0,0,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-19,14,13,1,1,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-04-19,6,0,6,2,0,4,0,0
e08ef7fb-23eb-29be-aa79-cc41e2b2c689,SharePointSearchSource,2026-04-19,1,0,1,1,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-19,17,0,17,0,0,17,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-26,7,0,7,0,0,7,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-26,11,0,11,11,0,0,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-04-26,12,3,9,9,0,0,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-26,1,0,1,1,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-26,1,0,1,0,0,1,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-04-26,3,0,3,0,0,3,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-26,11,0,11,0,0,11,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-04-26,9,0,9,3,0,6,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-04-26,2,0,2,1,0,1,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-26,1,0,1,0,0,1,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,FederatedStructuredSearchSource,2026-04-26,3,0,3,2,0,1,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-26,7,0,7,4,0,3,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-26,4,0,4,4,0,0,0,0
f13ff83d-6efb-2358-1be9-2c3d123c3530,FederatedStructuredSearchSource,2026-04-26,1,0,1,1,0,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-26,14,0,14,14,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-26,3,0,3,0,0,3,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-04-26,2,0,2,0,0,2,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,FederatedStructuredSearchSource,2026-04-26,4,0,4,4,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-26,8,0,8,0,1,7,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-04-26,4,0,4,0,0,4,0,0
86b38839-1509-0ea8-5c97-e4e69f1d98cd,FederatedStructuredSearchSource,2026-04-26,5,0,5,5,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-04-26,1,0,1,0,1,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-04-26,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-26,7,0,7,0,0,7,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-26,9,0,9,0,0,9,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-26,38,0,38,12,13,13,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-26,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-04-26,7,0,7,0,0,7,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,AzureAISearchSource,2026-04-26,2,0,2,2,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,FederatedStructuredSearchSource,2026-05-03,1,0,1,1,0,0,0,0
0c365306-a082-7a05-e57c-e197d23fca15,SharePointSearchSource,2026-05-03,1,0,1,1,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-05-03,10,0,10,0,0,10,0,0
86b38839-1509-0ea8-5c97-e4e69f1d98cd,FederatedStructuredSearchSource,2026-05-03,1,0,1,1,0,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-05-03,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-05-03,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-05-03,5,0,5,0,0,5,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-05-03,6,0,6,6,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-05-03,7,1,6,0,0,6,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,SharePointSearchSource,2026-05-03,7,0,7,7,0,0,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-05-03,1,0,1,0,0,1,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-05-03,3,0,3,1,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-05-03,4,0,4,0,0,4,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-05-03,12,0,12,12,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-05-03,3,0,3,3,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-05-03,5,0,5,5,0,0,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-05-03,15,0,15,11,0,4,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-05-03,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-05-03,9,0,9,4,0,5,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-05-03,21,0,21,0,0,21,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-05-03,5,0,5,0,0,5,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-05-03,27,4,23,5,0,18,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-05-03,23,0,23,21,2,0,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,FederatedStructuredSearchSource,2026-05-03,2,0,2,0,0,2,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-05-03,2,0,2,2,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-05-10,4,0,4,0,0,4,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-05-10,14,0,14,14,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-05-10,5,0,5,5,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-05-10,6,0,6,0,0,6,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-05-10,3,0,3,0,0,3,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-05-10,5,0,5,4,0,1,0,0
22c60af1-7353-6a92-4e50-18d2e056c738,Unknown,2026-05-10,1,0,1,1,0,0,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,FederatedStructuredSearchSource,2026-05-10,4,0,4,4,0,0,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-05-10,9,0,9,8,0,1,0,0
f13ff83d-6efb-2358-1be9-2c3d123c3530,FederatedStructuredSearchSource,2026-05-10,1,0,1,1,0,0,0,0
1f5f3fb5-079a-62d2-43eb-45ebe2c2ddca,Unknown,2026-05-10,1,0,1,0,1,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-05-10,6,0,6,6,0,0,0,0
563f71c5-1148-b938-3c8e-ce179379137d,Unknown,2026-05-10,10,0,10,10,0,0,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-05-10,1,0,1,0,0,1,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-05-10,13,0,13,0,3,10,0,0
07af3cb3-3395-6f96-006c-0b70df2ddc0c,SharePointSearchSource,2026-05-10,12,2,10,7,0,3,0,0
0c365306-a082-7a05-e57c-e197d23fca15,SharePointSearchSource,2026-05-10,1,0,1,1,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-05-10,4,0,4,0,0,4,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-05-10,43,0,43,30,11,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-05-10,3,0,3,0,0,3,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-05-10,2,0,2,2,0,0,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-05-10,2,0,2,2,0,0,0,0
d188015f-7a62-4b41-8595-8708416a1a9d,SharePointSearchSource,2026-05-10,11,0,11,0,0,11,0,0
07af3cb3-3395-6f96-006c-0b70df2ddc0c,SharePointSearchSource,2026-05-17,46,13,33,2,0,31,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-05-17,60,8,52,13,0,39,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-05-17,2,0,2,0,0,2,0,0
563f71c5-1148-b938-3c8e-ce179379137d,Unknown,2026-05-17,1,0,1,1,0,0,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-05-17,1,0,1,0,1,0,0,0
0ac92614-508a-5ce1-7dbf-032667feb951,Unknown,2026-05-17,0,0,0,0,0,0,12,12
d188015f-7a62-4b41-8595-8708416a1a9d,FederatedStructuredSearchSource,2026-05-17,12,0,12,0,0,12,0,0
d188015f-7a62-4b41-8595-8708416a1a9d,SharePointSearchSource,2026-05-17,8,0,8,0,0,8,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-05-17,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-05-17,12,0,12,0,0,12,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-05-17,16,0,16,0,0,16,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-05-17,24,0,24,4,8,12,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-05-17,1,0,1,1,0,0,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-05-17,2,0,2,2,0,0,0,0
88df5d78-2875-0e48-4f24-7e5887fa7ccb,SharePointSearchSource,2026-05-17,2,0,2,2,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-05-17,4,0,4,4,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-05-17,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-05-17,16,0,16,0,0,16,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-05-17,16,0,16,6,0,10,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-05-17,2,0,2,2,0,0,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-05-17,6,0,6,6,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-05-17,22,0,22,0,0,22,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,DataverseStructuredSearchSource,2026-05-24,45,0,45,1,15,29,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-05-24,9,0,9,0,0,9,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,FederatedStructuredSearchSource,2026-05-24,3,0,3,0,2,1,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-05-24,1,0,1,1,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-05-24,2,0,2,2,0,0,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-05-24,7,0,7,7,0,0,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-05-24,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-05-24,31,0,31,18,3,10,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-05-24,3,0,3,0,0,3,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-05-24,4,0,4,2,0,2,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-05-24,15,0,15,15,0,0,0,0
9a44c704-094a-3cce-18d2-f096a8c876f0,SharePointSearchSource,2026-05-24,1,0,1,1,0,0,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,PublicSiteSearchSource,2026-05-24,24,0,24,1,1,22,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-05-24,1,0,1,1,0,0,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,AzureAISearchSource,2026-05-24,7,0,7,7,0,0,0,0
d02b8615-c9b2-83e9-6872-5b8a58a38c4c,SharePointSearchSource,2026-05-24,1,0,1,0,0,1,0,0
07af3cb3-3395-6f96-006c-0b70df2ddc0c,SharePointSearchSource,2026-05-24,36,9,27,1,0,26,0,0
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-05-24,1,0,1,0,0,1,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-05-24,10,0,10,0,7,3,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-05-24,5,0,5,4,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-05-24,4,0,4,0,0,4,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-05-24,15,0,15,0,0,15,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-05-24,9,0,9,7,0,2,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,SharePointSearchSource,2026-05-24,24,0,24,0,0,24,0,0
0ac92614-508a-5ce1-7dbf-032667feb951,Unknown,2026-05-24,0,0,0,0,0,0,11,11
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-05-24,8,0,8,4,1,3,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,SharePointSearchSource,2026-05-24,2,0,2,2,0,0,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,SharePointSearchSource,2026-05-24,26,0,26,9,4,13,0,0
